"","Var1","Freq"
"259","티팬티女",1
"260","파파라치女",1
"261","팬팔女",1
"262","포르쉐女",1
"263","폭행피해女",1
"264","필리핀女",1
"265","한인女",1
"266","핫바디女",1
"267","항아리女",1
"268","행인女",1
"269","행패女",1
"270","헌팅女",1
"271","헬스장女",1
"272","현지인女",1
"273","현지女",1
"274","호감女",1
"275","화성실종女",1
"276","화성女",1
"277","황당女",1
"278","황소타기女",1
"279","횡령女",1
"280","흑인女",1
"281","희귀병女",1
"282","히잡女",1
"283","ㆍ女",1
"284","禁女",1
